0.000000e+00 8.500000e+01 0.000000e+00 8.423373e+01 
1.000000e-08 8.500000e+01 1.000000e-08 8.423373e+01 
2.000000e-08 8.500000e+01 2.000000e-08 8.423373e+01 
4.000000e-08 8.500000e+01 4.000000e-08 8.423373e+01 
8.000000e-08 8.500000e+01 8.000000e-08 8.423373e+01 
1.600000e-07 8.500000e+01 1.600000e-07 8.423373e+01 
3.200000e-07 8.500000e+01 3.200000e-07 8.423373e+01 
6.400000e-07 8.500000e+01 6.400000e-07 8.423373e+01 
1.280000e-06 8.500000e+01 1.280000e-06 8.423373e+01 
2.280000e-06 8.500000e+01 2.280000e-06 8.423373e+01 
3.280000e-06 8.500000e+01 3.280000e-06 8.423373e+01 
4.280000e-06 8.500000e+01 4.280000e-06 8.423373e+01 
5.280000e-06 8.500000e+01 5.280000e-06 8.423373e+01 
6.280000e-06 8.500000e+01 6.280000e-06 8.423373e+01 
7.280000e-06 8.500000e+01 7.280000e-06 8.423373e+01 
8.280000e-06 8.500000e+01 8.280000e-06 8.423373e+01 
9.280000e-06 8.500000e+01 9.280000e-06 8.423373e+01 
1.028000e-05 8.500000e+01 1.028000e-05 8.423373e+01 
1.128000e-05 8.500000e+01 1.128000e-05 8.423373e+01 
1.228000e-05 8.500000e+01 1.228000e-05 8.423373e+01 
1.328000e-05 8.500000e+01 1.328000e-05 8.423373e+01 
1.428000e-05 8.500000e+01 1.428000e-05 8.423373e+01 
1.528000e-05 8.500000e+01 1.528000e-05 8.423373e+01 
1.628000e-05 8.500000e+01 1.628000e-05 8.423373e+01 
1.728000e-05 8.500000e+01 1.728000e-05 8.423373e+01 
1.828000e-05 8.500000e+01 1.828000e-05 8.423373e+01 
1.928000e-05 8.500000e+01 1.928000e-05 8.423373e+01 
2.028000e-05 8.500000e+01 2.028000e-05 8.423373e+01 
2.128000e-05 8.500000e+01 2.128000e-05 8.423373e+01 
2.228000e-05 8.500000e+01 2.228000e-05 8.423373e+01 
2.328000e-05 8.500000e+01 2.328000e-05 8.423373e+01 
2.428000e-05 8.500000e+01 2.428000e-05 8.423373e+01 
2.528000e-05 8.500000e+01 2.528000e-05 8.423373e+01 
2.628000e-05 8.500000e+01 2.628000e-05 8.423373e+01 
2.728000e-05 8.500000e+01 2.728000e-05 8.423373e+01 
2.828000e-05 8.500000e+01 2.828000e-05 8.423373e+01 
2.928000e-05 8.500000e+01 2.928000e-05 8.423373e+01 
3.028000e-05 8.500000e+01 3.028000e-05 8.423373e+01 
3.128000e-05 8.500000e+01 3.128000e-05 8.423373e+01 
3.228000e-05 8.500000e+01 3.228000e-05 8.423373e+01 
3.328000e-05 8.500000e+01 3.328000e-05 8.423373e+01 
3.428000e-05 8.500000e+01 3.428000e-05 8.423373e+01 
3.528000e-05 8.500000e+01 3.528000e-05 8.423373e+01 
